Site_Location,Size,Bath,Balcony,New_Total_Sqft,Price,area_type
Lulla Nagar,3 BHK,3,2,1517,83.93,Super built-up  Area
Mahatma Gandhi Road,6 Bedroom,8,0,3800,220,Built-up  Area
Mangalwar peth,3 BHK,3,2,1615,98.725,Super built-up  Area
Manik Bagh,3 BHK,3,2,1500,71.5,Super built-up  Area
Market yard,3 BHK,3,1,1082,55.55,Super built-up  Area
Model colony,2 BHK,2,2,1365,80.3,Super built-up  Area
Mukund Nagar,2 BHK,2,3,1000,27.5,Super built-up  Area
Mundhawa,2 BHK,2,1,1392,107.8,Super built-up  Area
Nagar Road,2 BHK,2,1,1086,37.026,Super built-up  Area
Nana Peth,3 BHK,3,3,1586,103.334,Super built-up  Area
Narayan Peth,2 BHK,2,1,1100,66,Built-up  Area
Narayangaon,2 BHK,2,1,1065,33.825,Super built-up  Area
Navi Peth,3 Bedroom,2,1,1500,132,Plot  Area
Padmavati,3 BHK,2,2,1575,132,Built-up  Area
Parvati Darshan,3 BHK,3,3,1975,135.3,Super built-up  Area
Pashan,2 BHK,2,2,820,26.4,Super built-up  Area
Paud Road,3 BHK,3,2,1745,121,Super built-up  Area
Pirangut,2 BHK,2,1,1223,66,Super built-up  Area
Prabhat Road,3 BHK,2,1,1200,71.5,Super built-up  Area
Pune Railway Station,2 BHK,2,0,1200,99,Super built-up  Area
Rasta Peth,1 BHK,1,1,665,50.688,Super built-up  Area
Raviwar Peth,2 BHK,2,2,1351,77,Super built-up  Area
Sadashiv Peth,3 BHK,3,1,1355,92.257,Super built-up  Area
Sahakar Nagar,3 BHK,3,2,3900,330,Built-up  Area
Salunke Vihar,3 BHK,3,1,1588,83.105,Super built-up  Area
Sasson Road,2 BHK,2,1,900,66,Carpet  Area
Satara Road,3 Bedroom,3,0,440,55,Plot  Area
Senapati Bapat Road,4 Bedroom,4,2,3385,286,Built-up  Area
Shaniwar Peth,3 BHK,2,2,1370,82.5,Super built-up  Area
Shivaji Nagar,3 Bedroom,3,1,1500,78.98,Plot  Area
Shukrawar Peth,3 BHK,3,2,2280,313.5,Super built-up  Area
Sinhagad Road,3 BHK,3,2,1100,58.3,Super built-up  Area
Somwar Peth,2 BHK,2,0,1247,58.3,Built-up  Area
Swargate,3 BHK,3,2,2000,220,Super built-up  Area
Tilak Road,2 BHK,2,1,1020.07,75.218,Super built-up  Area
Uruli Devachi,3 BHK,2,2,1033,35.2,Super built-up  Area
Vadgaon Budruk,3 BHK,2,3,1460,80.3,Built-up  Area
Wadgaon Sheri,2 BHK,2,2,1150,58.08,Super built-up  Area
Viman Nagar,5 BHK,5,2,5965,423.5,Super built-up  Area
Vishrant Wadi,2 BHK,2,1,1141,50.6,Super built-up  Area
Wagholi,4 BHK,6,0,2912.5,138.05,Super built-up  Area
Wakadewadi,4 Bedroom,4,3,4200,357.5,Plot  Area
Wanowrie,3 BHK,2,3,1665,137.5,Super built-up  Area
Warje,2 BHK,2,2,1295,70.4,Super built-up  Area
Yerawada,2 BHK,2,1,1230,85.8,Super built-up  Area
Alandi Road,3 BHK,2,2,1080,82.5,Super built-up  Area
Ambegaon Budruk,2 BHK,2,1,1000,66,Super built-up  Area
Anandnagar,3 BHK,2,0,2400,55,Super built-up  Area
Aundh,1 BHK,1,0,630.5,36.069,Super built-up  Area
Aundh Road,3 BHK,3,2,1708,82.5,Super built-up  Area
Balaji Nagar,3 BHK,3,2,1697,126.5,Super built-up  Area
Baner,4 BHK,5,3,3537,231,Super built-up  Area
Baner road,1 BHK,1,1,615,31.119,Super built-up  Area
Bhandarkar Road,3 BHK,2,0,1350,91.3,Built-up  Area
Bhavani Peth,3 BHK,2,2,1530,73.04,Super built-up  Area
Bibvewadi,2 BHK,2,1,1083,35.739,Super built-up  Area
Bopodi,3 BHK,2,2,1460,71.5,Super built-up  Area
Budhwar Peth,2 BHK,2,1,1084,63.8,Super built-up  Area
Bund Garden Road,2 BHK,2,1,1035,45.573,Super built-up  Area
Camp,3 BHK,2,1,2400,165,Super built-up  Area
Chandan Nagar,1 BHK,1,1,460,23.1,Super built-up  Area
Dapodi,5 BHK,5,2,950,99,Super built-up  Area
Deccan Gymkhana,2 BHK,2,2,1285,61.49,Super built-up  Area
Dehu Road,19 BHK,16,2,2000,539,Super built-up  Area
Dhankawadi,3 Bedroom,3,2,1200,85.8,Plot  Area
Dhayari Phata,2 BHK,2,1,1070,38.5,Built-up  Area
Dhole Patil Road,3 BHK,3,2,1801,154,Super built-up  Area
Erandwane,3 BHK,3,2,1697,126.5,Super built-up  Area
Fatima Nagar,2 BHK,2,2,1199,71.5,Super built-up  Area
Fergusson College Road,3 BHK,3,1,2300,242,Super built-up  Area
Ganesh Peth,3 BHK,2,3,1340,70.741,Super built-up  Area
Ganeshkhind,4 BHK,4,3,3800,225.5,Super built-up  Area
Ghorpade Peth,5 Bedroom,5,2,600,55,Plot  Area
Ghorpadi,2 BHK,2,1,1125,82.5,Super built-up  Area
Gokhale Nagar,2 Bedroom,2,1,1200,73.7,Plot  Area
Gultekdi,2 BHK,2,3,1050,45.1,Built-up  Area
Guruwar peth,2 BHK,2,1,956,53.9,Built-up  Area
Hadapsar,2 BHK,2,2,1000,33,Super built-up  Area
Hadapsar Industrial Estate,3 BHK,3,0,1596,104.5,Built-up  Area
Hingne Khurd,6 Bedroom,5,1,1200,165,Plot  Area
Jangali Maharaj Road,2 BHK,2,3,1296,97.966,Super built-up  Area
Kalyani Nagar,6 Bedroom,7,2,1200,187,Plot  Area
Karve Nagar,3 BHK,3,3,1639,135.3,Built-up  Area
Karve Road,2 BHK,2,1,1219,67.375,Super built-up  Area
Kasba Peth,3 BHK,3,1,1200,55,Built-up  Area
Katraj,2 BHK,2,1,1218,80.3,Super built-up  Area
Khadaki,2 BHK,2,3,920,40.7,Super built-up  Area
Khadki,3 BHK,3,2,2559,155.1,Super built-up  Area
Kharadi,1 BHK,1,1,525,28.6,Super built-up  Area
Kondhwa,3 BHK,2,2,1427,53.361,Super built-up  Area
Kondhwa Budruk,3 BHK,3,2,1270,49.5,Super built-up  Area
Kondhwa Khurd,2 BHK,2,3,920,71.5,Built-up  Area
Koregaon Park,4 Bedroom,3,2,2700,74.8,Built-up  Area
Kothrud,3 BHK,3,2,1740,218.9,Super built-up  Area
Law College Road,3 BHK,2,2,1355,44,Built-up  Area
Laxmi Road,3 BHK,2,2,1530,99,Super built-up  Area
Lulla Nagar,3 BHK,2,1,1372,99,Carpet  Area
Mahatma Gandhi Road,4 BHK,5,2,2363,132,Super built-up  Area
Mangalwar peth,4 BHK,4,3,3895,242,Super built-up  Area
Manik Bagh,3 BHK,3,2,1950,144.1,Super built-up  Area
Market yard,2 BHK,2,3,885,44,Built-up  Area
Model colony,2 BHK,2,2,600,29.7,Built-up  Area
Mukund Nagar,5 Bedroom,4,1,1270,140.8,Plot  Area
Mundhawa,2 Bedroom,2,0,1380,247.5,Plot  Area
Nagar Road,2 BHK,2,2,1339,68.2,Super built-up  Area
Nana Peth,2 BHK,2,1,1130,39.6,Super built-up  Area
Narayan Peth,2 BHK,2,2,1085,47.3,Built-up  Area
Narayangaon,3 BHK,3,2,1430,79.2,Built-up  Area
Navi Peth,4 BHK,4,1,1451.5,133.1,Carpet  Area
Padmavati,5 BHK,5,2,6200,792,Super built-up  Area
Parvati Darshan,3 BHK,2,1,1490,65.56,Super built-up  Area
Pashan,4 BHK,4,0,1650,108.9,Built-up  Area
Paud Road,2 BHK,2,2,1286,62.7,Super built-up  Area
Pirangut,2 BHK,2,2,925,69.3,Built-up  Area
Prabhat Road,4 BHK,4,3,3016,253,Super built-up  Area
Pune Railway Station,2 BHK,2,2,1000,48.4,Built-up  Area
Rasta Peth,2 BHK,2,2,1215,42.9,Super built-up  Area
Raviwar Peth,4 Bedroom,3,1,1200,104.5,Plot  Area
Sadashiv Peth,2 BHK,2,2,1336,110,Super built-up  Area
Sahakar Nagar,1 BHK,1,1,673,40.535,Super built-up  Area
Salunke Vihar,2 Bedroom,2,1,1200,63.8,Plot  Area
Sasson Road,6 Bedroom,7,2,600,69.3,Plot  Area
Satara Road,3 BHK,3,3,1600,176,Super built-up  Area
Senapati Bapat Road,2 Bedroom,2,0,1200,86.9,Plot  Area
Shaniwar Peth,6 Bedroom,4,1,2480,825,Plot  Area
Shivaji Nagar,3 BHK,3,2,2500,297,Super built-up  Area
Shukrawar Peth,5 Bedroom,5,3,2400,110,Plot  Area
Sinhagad Road,2 BHK,2,2,1143,71.5,Super built-up  Area
Somwar Peth,2 BHK,2,2,1470,67.914,Super built-up  Area
Swargate,4 Bedroom,3,2,1584,159.5,Plot  Area
Tilak Road,3 BHK,3,2,1785,103.4,Super built-up  Area
Uruli Devachi,3 BHK,3,2,2292,314.6,Super built-up  Area
Vadgaon Budruk,3 BHK,3,3,1460,78.1,Super built-up  Area
Wadgaon Sheri,3 BHK,2,3,1500,88,Super built-up  Area
Viman Nagar,5 Bedroom,4,1,1200,154,Plot  Area
Vishrant Wadi,5 BHK,3,2,3300,275,Built-up  Area
Wagholi,2 BHK,2,2,1230,52.8,Super built-up  Area
Wakadewadi,1 BHK,1,1,650,22,Super built-up  Area
Wanowrie,2 BHK,2,2,1480,132,Super built-up  Area
Warje,2 BHK,2,1,1220,48.312,Super built-up  Area
Yerawada,3 BHK,3,1,1570,126.5,Super built-up  Area
Alandi Road,3 BHK,3,3,3000,440,Built-up  Area
Ambegaon Budruk,3 BHK,3,2,1665,95.601,Super built-up  Area
Anandnagar,3 Bedroom,3,1,1350,418,Plot  Area
Aundh,4 Bedroom,5,2,4000,660,Plot  Area
Aundh Road,2 Bedroom,2,0,1100,74.8,Plot  Area
Balaji Nagar,3 BHK,2,1,1350,95.711,Super built-up  Area
Baner,3 BHK,3,2,1719,127.6,Built-up  Area
Baner road,1 BHK,1,1,664,38.5,Super built-up  Area
Bhandarkar Road,2 BHK,2,1,1011,55.583,Super built-up  Area
Bhavani Peth,6 Bedroom,6,0,2400,143,Built-up  Area
Bibvewadi,3 BHK,3,2,1680,93.5,Super built-up  Area
Bopodi,2 BHK,2,0,717,54.4225,Super built-up  Area
Budhwar Peth,4 Bedroom,4,2,700,121,Plot  Area
Bund Garden Road,3 BHK,2,2,1520,165,Super built-up  Area
Camp,3 BHK,2,2,1350,58.3,Carpet  Area
Chandan Nagar,3 BHK,3,2,1760,165,Super built-up  Area
Dapodi,2 BHK,2,1,875,36.3,Super built-up  Area
Deccan Gymkhana,2 BHK,2,2,1231,52.8,Super built-up  Area
Dehu Road,2 BHK,2,3,1174,81.4,Super built-up  Area
Dhankawadi,3 BHK,3,3,1560,82.5,Built-up  Area
Dhayari Phata,2 BHK,2,2,1464,61.6,Super built-up  Area
Dhole Patil Road,3 Bedroom,3,2,2200,143,Plot  Area
Erandwane,2 BHK,2,2,850,60.5,Built-up  Area
Fatima Nagar,3 BHK,3,1,1750,198,Built-up  Area
Fergusson College Road,3 BHK,3,2,2024,172.7,Super built-up  Area
Ganesh Peth,2 Bedroom,1,0,1500,176,Plot  Area
Ganeshkhind,6 Bedroom,6,2,2100,302.5,Plot  Area
Ghorpade Peth,3 BHK,4,2,2408,286,Super built-up  Area
Ghorpadi,2 BHK,2,1,1080,48.4,Super built-up  Area
Gokhale Nagar,3 BHK,3,2,2070,247.5,Super built-up  Area
Gultekdi,2 BHK,2,1,1020,32.406,Built-up  Area
Guruwar peth,3 BHK,2,3,1500,60.5,Super built-up  Area
Hadapsar,4 Bedroom,5,1,1575,173.8,Plot  Area
Hadapsar Industrial Estate,4 Bedroom,4,1,3250,198,Plot  Area
Hingne Khurd,2 BHK,2,1,1175,51.7,Super built-up  Area
Jangali Maharaj Road,2 BHK,2,1,1030,37.95,Super built-up  Area
Kalyani Nagar,2 BHK,2,1,1440,126.5,Super built-up  Area
Karve Nagar,2 BHK,2,1,1500,92.4,Built-up  Area
Karve Road,1 Bedroom,1,1,1380,68.31,Plot  Area
Kasba Peth,2 BHK,2,3,1200,55,Built-up  Area
Katraj,1 BHK,1,2,705,40.15,Built-up  Area
Khadaki,3 BHK,5,2,2240,170.5,Super built-up  Area
Khadki,3 BHK,3,1,1584.01,113.3,Super built-up  Area
Kharadi,3 BHK,3,3,1340,84.7,Super built-up  Area
Kondhwa,3 BHK,3,2,1800,77,Super built-up  Area
Kondhwa Budruk,2 BHK,2,3,1200,49.5,Super built-up  Area
Kondhwa Khurd,1 BHK,1,1,685,44,Super built-up  Area
Koregaon Park,2 BHK,2,3,925,46.2,Super built-up  Area
Kothrud,2 BHK,2,2,1230,62.7,Super built-up  Area
Law College Road,5 Bedroom,5,1,1200,203.5,Plot  Area
Laxmi Road,2 BHK,2,1,1125,57.2,Super built-up  Area
Lulla Nagar,2 BHK,2,1,1100,59.4,Super built-up  Area
Mahatma Gandhi Road,3 Bedroom,3,2,2400,163.9,Plot  Area
Mangalwar peth,3 BHK,2,2,1400,45.738,Super built-up  Area
Manik Bagh,7 Bedroom,7,2,1200,247.5,Plot  Area
Market yard,3 BHK,3,1,1858,108.13,Super built-up  Area
Model colony,1 Bedroom,1,1,1260,45.1,Plot  Area
Mukund Nagar,4 BHK,4,2,3530,319,Built-up  Area
Mundhawa,2 BHK,2,2,1185,66,Super built-up  Area
Nagar Road,2 Bedroom,2,1,1200,237.6,Plot  Area
Nana Peth,2 BHK,2,1,1255,63.8,Super built-up  Area
Narayan Peth,4 BHK,6,3,3436,522.5,Super built-up  Area
Narayangaon,3 BHK,3,2,1335,97.9,Built-up  Area
Navi Peth,3 BHK,3,2,1999,145.2,Super built-up  Area
Padmavati,2 Bedroom,2,1,1200,137.5,Plot  Area
Parvati Darshan,3 BHK,3,2,1397,121,Super built-up  Area
Pashan,10 Bedroom,10,2,1200,115.5,Plot  Area
Paud Road,4 BHK,4,2,3950,495,Super built-up  Area
Pirangut,2 Bedroom,2,1,1200,143,Plot  Area
Prabhat Road,3 Bedroom,3,0,1616,104.5,Plot  Area
Pune Railway Station,8 Bedroom,7,2,1200,385,Plot  Area
Rasta Peth,4 Bedroom,2,1,1270,192.5,Built-up  Area
Raviwar Peth,2 BHK,2,2,1140,42.405,Super built-up  Area
Sadashiv Peth,1 BHK,1,1,525,33,Super built-up  Area
Sahakar Nagar,3 Bedroom,2,1,1200,107.8,Plot  Area
Salunke Vihar,1 Bedroom,1,1,700,178.2,Built-up  Area
Sasson Road,2 BHK,2,1,1205.47,89.1,Super built-up  Area
Satara Road,3 Bedroom,3,2,1200,143,Plot  Area
Senapati Bapat Road,3 BHK,3,2,1700,82.5,Super built-up  Area
Shaniwar Peth,5 Bedroom,4,0,750,68.2,Plot  Area
Shivaji Nagar,2 BHK,2,1,1090,59.994,Super built-up  Area
Shukrawar Peth,4 BHK,5,2,3600,242,Super built-up  Area
Sinhagad Road,1 BHK,1,0,2400,715,Built-up  Area
Somwar Peth,1 BHK,1,1,923,66.924,Super built-up  Area
Swargate,4 BHK,6,2,3595,396,Super built-up  Area
Tilak Road,2 BHK,2,2,1050,52.8,Super built-up  Area
Uruli Devachi,2 BHK,2,2,1495,87.45,Super built-up  Area
Vadgaon Budruk,3 BHK,2,2,1664,103.2515,Super built-up  Area
Wadgaon Sheri,3 BHK,3,2,1485,93.5,Built-up  Area
Viman Nagar,3 BHK,2,2,1033,34.65,Super built-up  Area
Vishrant Wadi,3 BHK,2,1,1400,52.8,Super built-up  Area
Wagholi,1 Bedroom,1,0,500,77,Built-up  Area
Wakadewadi,2 BHK,2,1,944,38.5,Super built-up  Area
Wanowrie,5 Bedroom,5,0,3250,319,Built-up  Area
Warje,2 BHK,2,1,1216,73.128,Super built-up  Area
Yerawada,2 BHK,2,1,1100,43.45,Super built-up  Area
Alandi Road,3 BHK,3,2,1743,102.575,Super built-up  Area
Ambegaon Budruk,2 BHK,2,2,1274,53.262,Super built-up  Area
Anandnagar,3 BHK,3,2,2500,467.5,Super built-up  Area
Aundh,3 BHK,2,2,1512,121,Super built-up  Area
Aundh Road,4 BHK,5,1,3100,423.5,Super built-up  Area
Balaji Nagar,3 BHK,3,3,1650,110,Super built-up  Area
Baner,3 BHK,3,1,1875,60.5,Built-up  Area
Baner road,3 BHK,3,2,1350,59.4,Built-up  Area
Bhandarkar Road,2 BHK,2,2,1219,44,Super built-up  Area
Bhavani Peth,4 Bedroom,4,1,1200,165,Plot  Area
Bibvewadi,3 Bedroom,3,3,2400,93.5,Plot  Area
Bopodi,2 BHK,2,1,1141,48.84,Super built-up  Area
Budhwar Peth,2 BHK,2,1,1151,47.41,Super built-up  Area
Bund Garden Road,3 Bedroom,3,1,832,84.7,Plot  Area
Camp,2 BHK,2,1,915,41.8,Super built-up  Area
Chandan Nagar,3 Bedroom,3,0,3259,297,Plot  Area
Dapodi,2 BHK,2,1,1115,71.632,Super built-up  Area
Deccan Gymkhana,3 BHK,4,2,2072,152.9,Super built-up  Area
Dehu Road,2 BHK,2,2,1200,58.3,Super built-up  Area
Dhankawadi,2 BHK,2,2,1300,71.5,Super built-up  Area
Dhayari Phata,2 BHK,2,2,1457,93.5,Super built-up  Area
Dhole Patil Road,2 BHK,2,2,1262,60.5,Super built-up  Area
Erandwane,4 Bedroom,3,1,1196,165,Plot  Area
Fatima Nagar,2 BHK,2,2,900,24.75,Super built-up  Area
Fergusson College Road,1 BHK,1,1,420,18.7,Built-up  Area
Ganesh Peth,2 BHK,2,1,1160,51.029,Super built-up  Area
Ganeshkhind,2 BHK,2,2,1115,55,Super built-up  Area
Ghorpade Peth,3 BHK,2,1,1315,93.94,Built-up  Area
Ghorpadi,2 BHK,2,2,1500,62.7,Built-up  Area
Gokhale Nagar,2 BHK,2,1,1127,74.8,Super built-up  Area
Gultekdi,3 BHK,3,2,1397,114.4,Super built-up  Area
Guruwar peth,2 BHK,2,1,1173,66,Built-up  Area
Hadapsar,2 BHK,2,2,1090,30.8,Super built-up  Area
Hadapsar Industrial Estate,3 BHK,5,2,2720,231,Super built-up  Area
Hingne Khurd,2 BHK,2,1,1230,83.6,Super built-up  Area
Jangali Maharaj Road,4 BHK,3,3,3200,209,Super built-up  Area
Kalyani Nagar,2 BHK,2,1,858,34.727,Super built-up  Area
Karve Nagar,3 BHK,3,1,1868,133.1,Super built-up  Area
Karve Road,3 BHK,3,2,1689.28,100.32,Super built-up  Area
Kasba Peth,4 BHK,3,2,600,80.3,Built-up  Area
Katraj,3 BHK,3,3,1425,54.868,Super built-up  Area
Khadaki,6 Bedroom,6,2,1200,187,Plot  Area
Khadki,2 Bedroom,2,1,1350,110,Plot  Area
Kharadi,6 Bedroom,6,0,4200,198,Built-up  Area
Kondhwa,3 BHK,2,1,1310,93.5,Super built-up  Area
Kondhwa Budruk,4 BHK,2,2,3185,192.5,Super built-up  Area
Kondhwa Khurd,2 BHK,2,1,970,44,Super built-up  Area
Koregaon Park,3 BHK,3,3,1397,118.8,Super built-up  Area
Kothrud,2 BHK,2,1,1157,44,Super built-up  Area
Law College Road,2 BHK,2,1,1125,67.32,Super built-up  Area
Laxmi Road,2 BHK,2,1,1157,46.2,Super built-up  Area
Lulla Nagar,2 BHK,2,1,1241,90.2,Super built-up  Area
Mahatma Gandhi Road,1 BHK,1,1,660,68.2,Super built-up  Area
Mangalwar peth,4 BHK,4,3,4000,242,Built-up  Area
Manik Bagh,4 BHK,4,1,2340,162.8,Super built-up  Area
Market yard,1 BHK,1,1,596,46.2,Built-up  Area
Model colony,16 BHK,16,2,10000,605,Super built-up  Area
Mukund Nagar,4 Bedroom,4,3,1200,121,Plot  Area
Mundhawa,3 BHK,3,1,1910,209,Super built-up  Area
Nagar Road,2 BHK,2,2,1139,88,Super built-up  Area
Nana Peth,4 BHK,5,2,3122,247.5,Super built-up  Area
Narayan Peth,2 BHK,2,2,1033,31.251,Super built-up  Area
Narayangaon,2 BHK,2,2,1168,70.488,Super built-up  Area
Navi Peth,2 BHK,2,3,877,46.2,Super built-up  Area
Padmavati,2 BHK,2,2,1340,82.5,Built-up  Area
Parvati Darshan,3 BHK,2,2,1405,77,Built-up  Area
Pashan,3 BHK,3,3,1800,71.5,Super built-up  Area
Paud Road,3 BHK,3,3,1750,163.9,Built-up  Area
Pirangut,3 BHK,2,1,1360,71.5,Super built-up  Area
Prabhat Road,3 Bedroom,2,0,675,162.8,Plot  Area
Pune Railway Station,2 BHK,2,1,985,69.3,Super built-up  Area
Rasta Peth,2 BHK,2,1,1300,141.9,Super built-up  Area
Raviwar Peth,3 BHK,3,2,1850,165,Super built-up  Area
Sadashiv Peth,3 BHK,2,3,1490,96.8,Super built-up  Area
Sahakar Nagar,2 BHK,1,1,620,27.5,Super built-up  Area
Salunke Vihar,2 BHK,2,1,1130,46.53,Super built-up  Area
Sasson Road,2 BHK,2,2,1080,60.5,Super built-up  Area
Satara Road,4 BHK,4,2,3126,132,Built-up  Area
Senapati Bapat Road,3 BHK,2,3,1410,57.387,Super built-up  Area
Shaniwar Peth,3 BHK,3,2,1375,64.9,Super built-up  Area
Shivaji Nagar,3 BHK,2,1,1290,103.95,Super built-up  Area
Shukrawar Peth,3 BHK,2,1,1318,93.808,Super built-up  Area
Sinhagad Road,2 BHK,2,1,1128,74.8,Super built-up  Area
Somwar Peth,4 Bedroom,4,2,4428,280.5,Plot  Area
Swargate,2 BHK,2,2,1051,62.414,Super built-up  Area
Tilak Road,3 Bedroom,5,0,3500,302.5,Plot  Area
Uruli Devachi,4 Bedroom,4,1,2400,143,Plot  Area
Vadgaon Budruk,2 BHK,2,3,1327,93.5,Super built-up  Area
Wadgaon Sheri,4 BHK,6,2,2912,231,Super built-up  Area
Viman Nagar,2 BHK,2,2,1301,60.5,Super built-up  Area
Vishrant Wadi,1 BHK,1,0,650,33,Super built-up  Area
Wagholi,3 Bedroom,3,1,1200,74.525,Plot  Area
Wakadewadi,3 BHK,2,2,1500,98.989,Super built-up  Area
Wanowrie,4 Bedroom,6,2,2700,742.5,Plot  Area
Warje,4 Bedroom,4,2,1350,159.5,Plot  Area
Yerawada,2 BHK,2,1,1000,31.768,Built-up  Area
Alandi Road,2 BHK,2,1,984,50.501,Super built-up  Area
Ambegaon Budruk,3 BHK,3,1,1819.18,176,Super built-up  Area
Anandnagar,1 Bedroom,1,0,900,192.5,Built-up  Area
Aundh,3 BHK,3,1,1355,92.257,Super built-up  Area
Aundh Road,3 BHK,4,1,2145,297,Super built-up  Area
Balaji Nagar,3 BHK,4,3,2475,330,Super built-up  Area
Baner,2 BHK,2,0,1118,33,Super built-up  Area
Baner road,1 BHK,1,1,910,46.2,Super built-up  Area
Bhandarkar Road,3 BHK,3,2,1250,42.9,Super built-up  Area
Bhavani Peth,2 BHK,2,3,1304,110,Super built-up  Area
Bibvewadi,3 BHK,3,2,1615,63.8,Super built-up  Area
Bopodi,2 BHK,2,2,1400,74.8,Super built-up  Area
Budhwar Peth,2 BHK,2,2,1070,52.25,Super built-up  Area
Bund Garden Road,3 BHK,3,3,3500,434.5,Super built-up  Area
Camp,2 BHK,2,1,1132,98.307,Super built-up  Area
Chandan Nagar,3 BHK,3,2,2000,93.5,Super built-up  Area
Dapodi,7 Bedroom,5,1,2400,605,Plot  Area
Deccan Gymkhana,1 BHK,1,2,794,71.5,Super built-up  Area
Dehu Road,2 BHK,2,2,1090,47.949,Super built-up  Area
Dhankawadi,3 BHK,3,2,1500,77,Super built-up  Area
Dhayari Phata,3 BHK,3,2,2059,247.5,Super built-up  Area
Dhole Patil Road,1 BHK,1,1,525,33,Super built-up  Area
Erandwane,2 BHK,2,1,1447,83.567,Super built-up  Area
Fatima Nagar,2 BHK,2,1,1269,82.5,Super built-up  Area
Fergusson College Road,4 Bedroom,4,0,4800,770,Plot  Area
Ganesh Peth,2 BHK,2,2,1070,41.195,Super built-up  Area
Ganeshkhind,2 BHK,2,0,1150,30.8,Super built-up  Area
Ghorpade Peth,2 BHK,2,2,1208,77,Super built-up  Area
Ghorpadi,2 BHK,2,1,1185,50.05,Super built-up  Area
Gokhale Nagar,3 Bedroom,3,1,1200,143,Plot  Area
Gultekdi,2 BHK,2,1,888,37.4,Super built-up  Area
Guruwar peth,2 BHK,2,2,1015,28.468,Super built-up  Area
Hadapsar,1 BHK,1,1,532,24.739,Built-up  Area
Hadapsar Industrial Estate,3 BHK,3,1,1060,68.2,Super built-up  Area
Hingne Khurd,1 BHK,1,1,700,38.5,Built-up  Area
Jangali Maharaj Road,2 BHK,2,2,902,46.2,Super built-up  Area
Kalyani Nagar,6 Bedroom,3,3,600,104.5,Plot  Area
Karve Nagar,2 BHK,2,1,1175,51.7,Super built-up  Area
Karve Road,2 BHK,2,1,1365,134.2,Super built-up  Area
Kasba Peth,2 BHK,2,1,984,56.1,Super built-up  Area
Katraj,4 Bedroom,2,2,2700,110,Plot  Area
Khadaki,3 BHK,3,2,1475,105.6,Super built-up  Area
Khadki,2 BHK,2,2,1300,86.9,Super built-up  Area
Kharadi,5 Bedroom,6,1,1200,242,Plot  Area
Kondhwa,3 BHK,2,2,1453,47.949,Built-up  Area
Kondhwa Budruk,2 BHK,2,3,1550,176,Super built-up  Area
Kondhwa Khurd,3 BHK,3,2,1666,104.5,Built-up  Area
Koregaon Park,4 Bedroom,4,2,1410,176,Plot  Area
Kothrud,4 Bedroom,5,3,4025,880,Plot  Area
Law College Road,3 BHK,3,3,1845,100.1,Super built-up  Area
Laxmi Road,3 BHK,3,3,1676,57.2,Super built-up  Area
Lulla Nagar,2 BHK,2,1,1137,69.3,Super built-up  Area
Mahatma Gandhi Road,3 BHK,2,1,1360,77.55,Super built-up  Area
Mangalwar peth,3 BHK,2,2,1374,77,Super built-up  Area
Manik Bagh,3 Bedroom,3,2,1700,170.5,Built-up  Area
Market yard,5 Bedroom,5,0,3227,275,Plot  Area
Model colony,4 BHK,4,2,2145,137.5,Super built-up  Area
Mukund Nagar,4 Bedroom,6,3,2400,660,Plot  Area
Mundhawa,3 BHK,3,2,2170,166.1,Super built-up  Area
Nagar Road,2 BHK,2,1,1080,60.5,Built-up  Area
Nana Peth,3 BHK,3,3,1790,110,Built-up  Area
Narayan Peth,1 BHK,1,1,550,18.7,Super built-up  Area
Narayangaon,3 BHK,2,2,1270,55.869,Super built-up  Area
Navi Peth,2 BHK,2,2,1033,52.8,Built-up  Area
Padmavati,2 Bedroom,2,1,1000,88,Built-up  Area
Parvati Darshan,4 BHK,6,2,2940,308,Super built-up  Area
Pashan,2 BHK,2,2,1240,57.86,Super built-up  Area
Paud Road,5 Bedroom,5,1,1650,495,Plot  Area
Pirangut,2 BHK,2,1,883,42.9,Super built-up  Area
Prabhat Road,3 BHK,2,0,1500,106.7,Built-up  Area
Pune Railway Station,3 BHK,3,3,1730,152.9,Super built-up  Area
Rasta Peth,3 BHK,3,3,1915,88,Super built-up  Area
Raviwar Peth,3 BHK,3,2,1545,86.9,Super built-up  Area
Sadashiv Peth,3 BHK,4,2,1865,154,Super built-up  Area
Sahakar Nagar,2 BHK,2,2,1150,44,Super built-up  Area
Salunke Vihar,2 BHK,2,2,1200,53.9,Super built-up  Area
Sasson Road,2 BHK,2,2,963,44,Built-up  Area
Satara Road,3 Bedroom,3,1,1200,132,Plot  Area
Senapati Bapat Road,4 BHK,4,3,2600,286,Super built-up  Area
Shaniwar Peth,4 BHK,4,2,1700,118.8,Built-up  Area
Shivaji Nagar,3 BHK,3,1,1682,132,Super built-up  Area
Shukrawar Peth,3 BHK,2,2,1371,71.5,Built-up  Area
Sinhagad Road,2 BHK,2,1,901,54.45,Super built-up  Area
Somwar Peth,7 Bedroom,7,0,600,80.3,Plot  Area
Swargate,3 BHK,3,1,1730,132,Super built-up  Area
Tilak Road,4 Bedroom,4,0,1200,137.5,Plot  Area
Uruli Devachi,3 BHK,3,3,1500,112.2,Super built-up  Area
Vadgaon Budruk,4 BHK,6,2,3785,308,Super built-up  Area
